"Story","Title","Result","Date","Stability","Duration (s)"
"Registro de usuario en pagina de compras","Validar que al no tener registro en la pagina web, se permita la creacion de la cuenta","SUCCESS","2021-05-10T17:31:40.172-05:00[America/Bogota]","0.0","20.25"
